,City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
402065,Delhi,2024-03-04 13:00:00,407.9,425.3,144.4,95.3,20.3,20.3,8.19,44.0,88.0,7.6,18.78,0.67,183.7,Moderate
402070,Delhi,2024-03-04 14:00:00,177.7,569.1,159.4,92.6,28.1,33.1,5.33,49.8,197.3,17.01,7.84,1.3,122.8,Moderate
402075,Delhi,2024-03-04 15:00:00,431.6,248.3,154.3,100.8,20.3,44.9,2.6,97.3,92.1,17.93,23.66,9.17,48.1,Poor
402080,Delhi,2024-03-04 16:00:00,219.1,473.2,15.0,137.9,100.0,29.1,2.08,42.9,45.7,6.37,2.81,2.93,358.2,Poor
402085,Delhi,2024-03-04 17:00:00,209.7,264.9,115.6,5.2,196.8,5.3,2.27,22.1,169.3,4.44,17.38,3.72,202.3,Satisfactory
402090,Delhi,2024-03-04 18:00:00,277.3,408.2,33.1,98.3,228.1,22.0,3.95,29.5,164.7,14.66,18.16,5.17,112.0,Very Poor
402095,Delhi,2024-03-04 19:00:00,91.4,410.2,176.9,42.2,61.2,0.7,8.35,59.7,49.4,7.19,15.42,2.7,147.8,Poor
402100,Delhi,2024-03-04 20:00:00,255.5,106.5,11.9,33.4,161.6,1.2,1.54,12.2,143.1,6.98,9.7,0.72,321.9,Severe
402105,Delhi,2024-03-04 21:00:00,129.3,112.7,197.5,148.4,130.3,30.7,6.57,18.8,156.8,3.76,25.32,5.54,88.0,Satisfactory
402110,Delhi,2024-03-04 22:00:00,63.6,94.8,87.9,145.0,248.7,23.7,6.32,2.5,193.6,14.11,16.97,2.97,219.3,Very Poor
402115,Delhi,2024-03-04 23:00:00,436.2,132.4,80.3,124.4,78.5,32.9,6.64,90.1,4.1,16.76,4.59,8.32,104.2,Severe
402120,Delhi,2024-03-05 00:00:00,234.7,55.7,9.7,28.6,191.3,11.7,6.85,87.9,110.6,19.1,2.5,3.86,153.2,Very Poor
402125,Delhi,2024-03-05 01:00:00,236.3,212.5,102.6,137.1,151.5,48.8,3.36,5.2,156.0,6.63,17.22,6.55,337.2,Very Poor
402130,Delhi,2024-03-05 02:00:00,68.8,454.3,131.3,41.6,25.0,42.1,2.2,79.2,10.0,11.96,11.31,5.57,339.1,Moderate
402135,Delhi,2024-03-05 03:00:00,369.8,98.7,25.0,18.2,177.6,46.2,4.77,47.2,132.6,10.6,14.27,0.93,299.9,Severe
402140,Delhi,2024-03-05 04:00:00,354.7,118.8,64.8,147.2,99.9,32.0,6.49,0.5,16.6,9.9,28.7,3.13,397.8,Moderate
402145,Delhi,2024-03-05 05:00:00,390.5,223.4,63.1,16.7,244.5,30.2,9.19,42.4,44.4,4.61,28.07,6.07,209.4,Satisfactory
402150,Delhi,2024-03-05 06:00:00,107.8,241.7,24.9,106.4,247.3,44.7,9.33,38.0,73.3,17.71,5.07,4.18,38.3,Poor
402155,Delhi,2024-03-05 07:00:00,320.0,425.8,55.1,90.6,143.9,31.5,1.19,56.1,49.2,18.69,20.87,6.48,80.9,Moderate
402160,Delhi,2024-03-05 08:00:00,54.0,417.6,94.7,13.9,2.2,27.2,2.63,92.5,129.0,0.27,14.24,9.38,49.3,Very Poor
402165,Delhi,2024-03-05 09:00:00,146.1,319.8,85.6,9.0,57.9,41.4,6.62,49.0,106.2,7.29,28.09,1.17,353.3,Good
402170,Delhi,2024-03-05 10:00:00,363.5,39.5,168.3,113.7,181.3,4.6,2.46,92.2,117.7,5.78,25.14,6.68,397.1,Poor
402175,Delhi,2024-03-05 11:00:00,34.2,26.9,60.0,138.9,101.1,9.9,0.46,78.8,103.4,7.41,7.38,9.01,56.7,Moderate
402180,Delhi,2024-03-05 12:00:00,453.0,148.7,31.1,119.2,105.6,26.2,4.56,18.8,17.5,5.98,10.66,2.95,165.2,Satisfactory
402185,Delhi,2024-03-05 13:00:00,101.0,555.4,12.2,59.4,208.3,26.3,1.56,48.4,52.6,1.01,3.28,6.11,291.4,Satisfactory
402190,Delhi,2024-03-05 14:00:00,471.0,242.0,92.4,103.0,68.0,34.6,0.79,60.3,78.7,19.13,4.81,2.01,464.8,Moderate
402195,Delhi,2024-03-05 15:00:00,388.2,164.8,34.3,2.5,68.7,48.9,3.08,35.6,105.6,6.05,11.18,6.64,465.2,Satisfactory
402200,Delhi,2024-03-05 16:00:00,220.9,504.3,113.7,106.6,226.9,25.7,1.55,89.4,175.5,16.37,0.88,5.25,478.7,Very Poor
402205,Delhi,2024-03-05 17:00:00,144.0,592.3,15.8,31.9,217.5,27.7,9.35,37.7,132.6,8.78,23.06,4.98,403.0,Moderate
402210,Delhi,2024-03-05 18:00:00,420.0,110.6,175.3,13.1,157.1,39.2,5.98,43.4,186.4,13.24,18.09,3.97,21.7,Severe
402215,Delhi,2024-03-05 19:00:00,28.1,477.7,113.0,67.6,58.8,14.1,6.1,66.7,57.5,8.26,24.72,0.1,149.2,Good
402220,Delhi,2024-03-05 20:00:00,138.5,364.7,62.0,47.6,68.2,19.7,8.72,59.2,11.4,0.12,14.64,7.36,6.6,Very Poor
402225,Delhi,2024-03-05 21:00:00,467.7,207.7,154.2,35.1,233.8,10.1,3.81,4.6,40.8,17.84,18.21,1.3,413.6,Moderate
402230,Delhi,2024-03-05 22:00:00,396.5,171.7,40.4,87.1,64.4,45.3,2.6,75.7,59.7,17.69,3.98,3.1,491.0,Satisfactory
402235,Delhi,2024-03-05 23:00:00,34.6,235.1,150.4,23.2,190.1,34.6,6.98,96.6,178.3,3.47,10.35,9.7,154.9,Moderate
402240,Delhi,2024-03-06 00:00:00,85.1,472.8,114.1,55.6,49.0,33.0,1.06,9.3,35.7,15.02,8.34,5.79,288.5,Very Poor
402245,Delhi,2024-03-06 01:00:00,122.0,123.1,132.4,113.7,136.6,1.4,8.64,88.9,194.3,11.82,8.45,7.66,348.4,Satisfactory
402250,Delhi,2024-03-06 02:00:00,253.1,575.3,79.4,57.6,61.2,18.1,7.44,75.2,15.0,17.4,8.09,5.14,439.0,Moderate
402255,Delhi,2024-03-06 03:00:00,407.9,187.7,188.2,104.8,154.3,33.2,5.12,40.8,44.7,9.64,27.86,9.42,295.3,Very Poor
402260,Delhi,2024-03-06 04:00:00,370.2,208.2,35.2,29.7,152.7,4.0,4.57,96.0,191.3,7.81,13.97,8.3,107.8,Poor
402265,Delhi,2024-03-06 05:00:00,187.3,3.8,154.7,80.4,240.4,34.0,4.08,26.4,45.6,4.89,14.38,0.28,66.0,Moderate
402270,Delhi,2024-03-06 06:00:00,17.9,365.8,76.1,26.9,183.4,13.8,2.16,40.6,67.5,4.87,17.04,5.59,343.6,Severe
402275,Delhi,2024-03-06 07:00:00,217.9,183.9,96.7,100.4,12.4,16.3,7.89,13.6,97.3,4.87,15.86,8.89,211.8,Severe
402280,Delhi,2024-03-06 08:00:00,268.2,194.7,197.5,2.8,199.9,8.0,3.06,10.0,5.4,12.94,4.85,9.08,455.1,Satisfactory
402285,Delhi,2024-03-06 09:00:00,173.1,101.2,141.3,91.7,194.9,39.5,1.29,2.2,53.6,6.43,7.84,8.73,45.1,Very Poor
402290,Delhi,2024-03-06 10:00:00,340.8,90.3,89.3,28.5,19.1,33.4,5.78,46.7,71.1,16.96,7.49,7.04,33.2,Poor
402295,Delhi,2024-03-06 11:00:00,297.3,500.7,47.4,30.2,248.9,22.2,1.99,3.0,79.6,16.02,23.68,9.94,492.4,Poor
402300,Delhi,2024-03-06 12:00:00,253.0,106.3,91.5,97.4,199.9,41.9,7.87,46.7,150.7,1.28,19.2,2.65,208.1,Good
402305,Delhi,2024-03-06 13:00:00,5.0,591.1,63.6,109.4,23.2,28.9,3.03,28.9,170.8,14.99,18.41,1.58,103.9,Very Poor
402310,Delhi,2024-03-06 14:00:00,15.9,560.7,56.7,91.6,114.7,35.5,4.89,12.0,81.6,5.73,16.81,9.2,447.9,Very Poor
402315,Delhi,2024-03-06 15:00:00,108.5,26.9,158.4,142.2,97.9,39.3,8.79,70.1,77.2,4.56,11.14,7.58,360.2,Severe
402320,Delhi,2024-03-06 16:00:00,248.0,104.0,6.0,100.2,218.6,3.1,3.2,60.1,172.4,0.24,3.41,0.4,361.3,Good
402325,Delhi,2024-03-06 17:00:00,151.7,328.9,181.0,10.9,166.6,41.4,2.12,2.7,140.4,4.2,3.01,2.25,196.6,Very Poor
402330,Delhi,2024-03-06 18:00:00,192.6,320.2,66.6,109.0,162.8,11.2,3.39,27.4,110.8,3.71,27.2,4.69,159.0,Very Poor
402335,Delhi,2024-03-06 19:00:00,255.8,377.2,101.8,112.8,105.9,33.3,0.57,48.9,17.2,19.65,3.87,3.71,144.6,Very Poor
402340,Delhi,2024-03-06 20:00:00,47.8,475.2,2.5,54.9,170.8,22.3,2.22,58.9,124.9,0.55,19.47,8.35,436.3,Poor
402345,Delhi,2024-03-06 21:00:00,164.5,560.3,80.4,99.6,132.0,31.1,1.22,85.0,76.8,13.48,10.14,0.97,16.4,Satisfactory
402350,Delhi,2024-03-06 22:00:00,499.4,30.4,182.2,149.2,172.3,10.2,6.27,72.2,198.8,4.04,17.29,7.19,22.4,Poor
402355,Delhi,2024-03-06 23:00:00,129.3,429.8,15.5,97.7,96.1,41.4,6.45,36.2,61.0,8.33,21.47,8.21,319.6,Very Poor
402360,Delhi,2024-03-07 00:00:00,476.3,240.5,0.6,88.4,147.6,41.3,7.8,81.2,77.6,15.35,22.51,0.9,126.4,Moderate
402365,Delhi,2024-03-07 01:00:00,30.9,553.8,195.2,30.5,159.5,22.2,1.81,15.8,72.6,4.22,6.65,2.29,439.1,Good
402370,Delhi,2024-03-07 02:00:00,199.7,364.8,94.8,53.9,25.6,25.1,0.56,52.3,14.9,6.6,12.8,6.81,24.0,Satisfactory
402375,Delhi,2024-03-07 03:00:00,146.0,302.8,82.6,67.7,17.9,32.7,2.6,63.5,13.5,7.2,9.11,2.05,326.4,Severe
402380,Delhi,2024-03-07 04:00:00,418.5,14.8,20.4,66.4,83.9,44.0,8.71,81.3,125.9,0.66,29.77,0.39,11.7,Severe
402385,Delhi,2024-03-07 05:00:00,47.0,326.0,69.2,55.8,194.6,6.4,9.56,19.0,62.9,17.15,27.75,3.46,321.6,Satisfactory
402390,Delhi,2024-03-07 06:00:00,404.5,598.8,138.8,16.8,159.8,33.4,2.55,53.7,189.5,19.18,2.67,1.31,77.0,Poor
402395,Delhi,2024-03-07 07:00:00,317.1,194.7,161.0,91.6,232.0,21.6,4.9,21.6,75.5,13.62,11.94,8.79,61.9,Good
402400,Delhi,2024-03-07 08:00:00,256.6,519.9,120.1,79.7,228.3,23.2,2.96,41.7,53.4,13.82,26.75,9.13,84.4,Severe
402405,Delhi,2024-03-07 09:00:00,278.0,551.7,68.9,105.6,55.0,38.4,8.94,8.7,116.8,13.72,3.45,9.38,52.2,Moderate
402410,Delhi,2024-03-07 10:00:00,26.7,2.1,98.8,69.8,201.2,11.4,9.84,34.2,85.7,12.56,21.27,8.77,435.0,Good
402415,Delhi,2024-03-07 11:00:00,179.3,272.8,139.7,66.7,6.3,26.6,5.54,85.6,121.2,9.27,23.67,0.45,137.4,Severe
402420,Delhi,2024-03-07 12:00:00,71.2,23.9,3.3,127.1,106.6,5.9,6.94,93.5,81.7,10.85,10.89,5.97,132.8,Moderate
402425,Delhi,2024-03-07 13:00:00,337.8,36.7,39.1,7.3,75.6,26.1,9.49,76.0,186.9,2.14,7.84,5.7,89.1,Poor
402430,Delhi,2024-03-07 14:00:00,299.2,352.1,69.5,78.7,176.1,42.8,7.64,94.5,132.0,16.53,14.79,9.52,25.3,Very Poor
402435,Delhi,2024-03-07 15:00:00,343.2,262.7,188.0,118.2,104.2,32.8,0.91,92.2,176.1,2.01,13.86,6.67,315.0,Poor
402440,Delhi,2024-03-07 16:00:00,196.3,509.3,162.0,148.6,117.7,8.4,0.56,53.6,55.8,1.29,9.69,5.23,114.2,Severe
402445,Delhi,2024-03-07 17:00:00,482.0,62.4,127.0,24.4,69.8,2.0,7.87,38.1,142.5,11.98,21.48,2.94,495.7,Poor
402450,Delhi,2024-03-07 18:00:00,470.3,210.0,81.8,4.0,39.0,45.9,2.35,42.2,175.7,18.76,16.57,3.27,349.8,Poor
402455,Delhi,2024-03-07 19:00:00,11.5,284.5,16.0,86.0,218.1,20.8,7.39,16.0,58.8,2.57,12.47,3.5,485.9,Good
402460,Delhi,2024-03-07 20:00:00,52.0,398.3,145.9,25.1,75.8,23.1,4.51,45.5,136.4,15.29,13.39,6.19,174.9,Moderate
402465,Delhi,2024-03-07 21:00:00,477.5,274.4,132.7,132.0,217.5,5.4,4.02,1.6,44.1,9.04,14.83,8.46,484.8,Very Poor
402470,Delhi,2024-03-07 22:00:00,82.2,179.6,12.1,42.9,43.0,38.1,8.14,94.1,124.9,18.4,25.32,7.68,353.3,Moderate
402475,Delhi,2024-03-07 23:00:00,84.3,108.5,145.4,42.8,230.8,21.5,7.23,69.5,60.8,12.94,15.08,0.9,273.9,Poor
402480,Delhi,2024-03-08 00:00:00,467.3,95.0,18.7,52.1,229.5,38.5,6.99,23.6,165.7,18.39,8.36,8.09,117.8,Severe
402485,Delhi,2024-03-08 01:00:00,228.4,403.9,175.0,94.5,200.1,31.6,0.87,83.2,59.6,18.65,4.29,6.11,93.3,Poor
402490,Delhi,2024-03-08 02:00:00,144.2,223.8,187.9,61.5,36.3,46.3,6.46,59.0,93.0,15.01,7.37,0.86,26.9,Satisfactory
402495,Delhi,2024-03-08 03:00:00,106.8,68.5,104.3,119.4,110.9,13.7,7.46,54.5,154.3,11.84,16.79,6.03,41.0,Very Poor
402500,Delhi,2024-03-08 04:00:00,214.3,469.4,178.6,8.7,161.9,31.9,0.77,48.3,120.6,5.89,3.07,2.82,384.6,Moderate
402505,Delhi,2024-03-08 05:00:00,83.5,244.3,65.6,111.9,35.6,0.7,5.96,62.7,24.5,0.6,6.65,3.48,164.0,Poor
402510,Delhi,2024-03-08 06:00:00,382.6,40.0,140.6,12.0,54.6,7.4,5.13,11.7,118.9,8.57,16.56,7.64,467.4,Poor
402515,Delhi,2024-03-08 07:00:00,172.6,126.3,111.0,139.4,106.4,32.4,8.19,72.7,33.9,0.05,18.85,4.91,152.1,Moderate
402520,Delhi,2024-03-08 08:00:00,45.2,53.0,12.6,45.3,109.0,21.0,9.8,83.1,98.0,3.72,8.75,8.56,327.0,Moderate
402525,Delhi,2024-03-08 09:00:00,118.6,565.2,58.7,146.4,54.5,39.0,2.65,50.4,5.0,15.54,0.68,8.88,227.4,Severe
402530,Delhi,2024-03-08 10:00:00,172.9,37.8,199.9,8.4,207.9,38.4,4.2,91.2,195.0,4.76,26.27,2.27,307.5,Poor
402535,Delhi,2024-03-08 11:00:00,44.2,2.0,169.1,135.4,203.5,17.7,8.76,59.8,168.0,19.89,26.32,2.13,284.8,Poor
402540,Delhi,2024-03-08 12:00:00,316.4,363.7,41.6,24.7,47.1,24.0,3.22,47.9,89.6,16.05,29.92,0.72,331.5,Satisfactory
402545,Delhi,2024-03-08 13:00:00,212.9,343.9,1.8,49.5,10.8,8.9,1.83,13.1,5.6,0.71,21.7,6.37,139.8,Satisfactory
402550,Delhi,2024-03-08 14:00:00,148.4,563.4,27.2,15.6,171.4,38.4,3.04,33.6,63.5,6.4,20.05,9.73,178.5,Poor
402555,Delhi,2024-03-08 15:00:00,244.2,295.2,113.1,63.0,32.6,33.6,1.27,89.8,171.2,16.06,7.98,8.89,146.4,Very Poor
402560,Delhi,2024-03-08 16:00:00,11.1,126.2,173.9,64.4,228.5,2.5,7.22,29.5,151.5,0.07,17.8,9.12,457.8,Good
402565,Delhi,2024-03-08 17:00:00,307.8,413.3,117.1,55.7,131.7,13.3,7.39,67.3,92.7,15.82,25.75,1.51,171.4,Severe
402570,Delhi,2024-03-08 18:00:00,290.6,145.6,103.6,60.3,169.6,49.4,7.34,9.3,77.9,11.61,14.11,2.57,404.3,Severe
402575,Delhi,2024-03-08 19:00:00,37.6,139.1,53.0,68.7,39.9,29.8,0.02,35.8,5.3,2.82,18.27,8.45,95.6,Moderate
402580,Delhi,2024-03-08 20:00:00,322.5,378.1,189.5,106.1,102.4,23.3,3.19,29.5,140.0,17.17,6.44,6.55,425.8,Satisfactory
402585,Delhi,2024-03-08 21:00:00,334.9,560.9,82.4,65.1,24.2,22.3,2.15,35.1,9.8,17.65,13.62,6.41,343.3,Moderate
402590,Delhi,2024-03-08 22:00:00,54.5,596.3,51.5,102.7,48.8,29.7,9.27,20.9,26.8,13.89,18.07,9.17,29.0,Severe
402595,Delhi,2024-03-08 23:00:00,322.2,538.3,143.6,11.4,228.8,28.7,4.14,43.6,48.6,7.23,13.95,1.78,222.9,Very Poor
402600,Delhi,2024-03-09 00:00:00,64.1,500.8,175.3,38.6,231.9,24.9,7.26,7.9,157.1,13.71,7.7,6.22,349.9,Good
402605,Delhi,2024-03-09 01:00:00,436.5,533.0,29.2,126.2,63.3,46.5,3.56,53.9,15.1,8.17,26.35,6.62,265.1,Poor
402610,Delhi,2024-03-09 02:00:00,279.3,211.4,32.0,113.4,109.3,48.7,5.78,5.4,71.9,10.6,4.45,9.32,225.9,Good
402615,Delhi,2024-03-09 03:00:00,119.6,486.4,163.5,7.0,201.2,34.7,0.4,62.1,124.7,16.13,18.13,9.47,12.5,Moderate
402620,Delhi,2024-03-09 04:00:00,209.8,327.2,142.8,126.2,5.1,4.8,8.43,53.0,189.7,13.98,7.22,2.49,307.5,Good
402625,Delhi,2024-03-09 05:00:00,172.7,430.6,122.8,41.0,61.7,10.8,6.16,98.6,129.5,2.58,5.07,7.27,171.8,Severe
402630,Delhi,2024-03-09 06:00:00,24.5,99.3,143.9,102.2,122.6,0.0,0.95,9.1,122.2,7.8,2.61,7.01,460.4,Good
402635,Delhi,2024-03-09 07:00:00,52.2,430.2,15.7,16.8,186.6,1.5,3.84,46.9,87.0,7.1,9.07,3.49,316.9,Very Poor
402640,Delhi,2024-03-09 08:00:00,240.0,491.1,191.7,144.0,87.7,46.1,5.72,11.6,94.9,2.38,3.57,3.85,362.5,Satisfactory
402645,Delhi,2024-03-09 09:00:00,372.1,108.2,149.5,37.8,206.1,41.6,7.83,74.4,97.1,18.76,24.84,4.84,17.1,Satisfactory
402650,Delhi,2024-03-09 10:00:00,242.6,272.6,128.7,4.8,152.9,12.6,0.78,24.2,161.5,13.13,27.9,1.83,437.1,Good
402655,Delhi,2024-03-09 11:00:00,182.4,350.5,89.8,78.5,193.8,4.9,9.57,78.2,147.9,5.53,15.16,7.75,480.1,Good
402660,Delhi,2024-03-09 12:00:00,58.7,310.4,184.9,135.6,223.0,34.3,4.31,16.0,182.5,8.32,7.54,5.18,24.2,Very Poor
402665,Delhi,2024-03-09 13:00:00,197.9,344.4,18.7,13.7,221.7,34.3,7.78,85.7,129.0,11.46,27.85,2.38,8.5,Satisfactory
402670,Delhi,2024-03-09 14:00:00,363.0,238.5,12.0,66.9,131.0,21.3,9.97,80.3,180.0,9.69,20.16,8.72,419.6,Satisfactory
402675,Delhi,2024-03-09 15:00:00,169.0,366.0,157.9,76.7,186.4,48.3,1.6,50.2,86.8,17.45,6.65,7.88,256.7,Poor
402680,Delhi,2024-03-09 16:00:00,341.1,301.8,55.0,136.7,183.5,9.2,6.94,67.8,72.7,17.93,17.54,7.68,242.9,Poor
402685,Delhi,2024-03-09 17:00:00,23.4,140.2,111.6,50.3,11.1,14.7,3.93,37.0,171.7,18.07,8.86,2.28,167.8,Poor
402690,Delhi,2024-03-09 18:00:00,160.9,188.9,84.2,85.3,54.7,28.3,5.92,51.0,25.0,9.61,17.25,9.93,55.8,Moderate
402695,Delhi,2024-03-09 19:00:00,46.6,556.3,148.7,125.7,93.7,30.0,9.61,61.3,89.6,10.01,2.97,8.83,295.5,Good
402700,Delhi,2024-03-09 20:00:00,140.0,404.8,77.8,99.7,69.2,45.6,2.5,33.6,98.2,14.69,1.58,9.3,399.9,Moderate
402705,Delhi,2024-03-09 21:00:00,95.5,204.5,45.0,78.5,233.4,3.7,1.92,81.3,90.6,17.14,8.79,2.3,364.5,Satisfactory
402710,Delhi,2024-03-09 22:00:00,344.4,357.8,112.6,86.7,146.4,17.2,0.01,49.9,12.9,13.19,21.6,1.11,423.6,Satisfactory
402715,Delhi,2024-03-09 23:00:00,191.4,419.8,104.5,37.4,234.5,23.3,7.43,10.7,75.7,8.28,6.35,3.9,415.2,Satisfactory
402720,Delhi,2024-03-10 00:00:00,268.3,584.3,136.1,41.8,116.3,12.8,7.2,1.9,133.6,17.69,0.27,2.86,146.7,Severe
402725,Delhi,2024-03-10 01:00:00,277.8,310.8,53.5,17.2,63.7,40.7,3.81,86.4,164.7,10.46,19.52,9.27,384.7,Satisfactory
402730,Delhi,2024-03-10 02:00:00,290.7,256.8,100.1,115.5,132.1,23.4,9.15,91.4,11.4,7.4,1.84,4.3,97.2,Good
402735,Delhi,2024-03-10 03:00:00,450.0,440.3,138.3,112.8,162.1,15.3,1.62,81.3,188.8,10.9,24.39,9.5,418.3,Severe
402740,Delhi,2024-03-10 04:00:00,486.5,99.5,183.0,12.3,55.9,7.2,9.96,26.7,26.6,14.34,27.37,9.27,443.3,Good
402745,Delhi,2024-03-10 05:00:00,339.7,19.4,177.4,100.0,234.0,4.4,5.04,35.2,108.6,19.63,3.35,6.54,375.5,Very Poor
402750,Delhi,2024-03-10 06:00:00,106.6,98.1,9.9,71.4,242.1,9.4,8.92,5.2,162.8,19.85,29.9,0.89,15.0,Moderate
402755,Delhi,2024-03-10 07:00:00,175.9,594.2,31.2,12.5,10.3,31.1,2.9,74.7,192.3,10.17,21.96,4.27,451.5,Poor
402760,Delhi,2024-03-10 08:00:00,199.1,218.3,105.9,72.7,236.3,5.9,9.85,53.7,166.2,18.2,22.89,9.82,365.8,Moderate
402765,Delhi,2024-03-10 09:00:00,359.7,246.3,7.6,116.7,129.4,8.2,3.82,92.7,87.5,9.6,8.05,4.94,380.0,Satisfactory
402770,Delhi,2024-03-10 10:00:00,364.7,590.9,160.0,133.9,199.3,2.8,3.17,49.5,167.2,13.58,29.0,1.59,223.8,Good
402775,Delhi,2024-03-10 11:00:00,206.2,414.2,95.4,33.5,210.1,22.6,3.3,45.5,111.1,7.61,7.2,6.17,105.4,Very Poor
402780,Delhi,2024-03-10 12:00:00,272.9,49.1,174.6,127.7,53.1,9.5,6.59,12.0,7.5,4.3,21.13,5.39,26.0,Moderate
402785,Delhi,2024-03-10 13:00:00,379.8,121.6,164.1,27.4,236.5,28.3,1.12,94.5,132.8,10.75,17.52,7.36,268.9,Satisfactory
402790,Delhi,2024-03-10 14:00:00,130.1,40.2,48.0,119.8,224.0,42.0,0.57,33.5,6.5,18.62,29.92,6.02,319.3,Satisfactory
402795,Delhi,2024-03-10 15:00:00,346.1,104.1,180.2,128.0,191.0,28.4,4.94,83.7,67.8,5.64,6.74,2.76,348.6,Good
402800,Delhi,2024-03-10 16:00:00,157.8,309.0,107.1,66.7,18.7,1.7,6.72,97.3,70.4,14.71,12.97,0.92,358.1,Poor
402805,Delhi,2024-03-10 17:00:00,424.2,481.4,43.3,103.3,188.2,46.7,1.94,17.7,149.5,8.87,4.01,1.87,254.7,Good
402810,Delhi,2024-03-10 18:00:00,233.5,2.8,198.9,109.7,216.2,24.4,9.01,98.5,73.5,9.53,1.56,5.63,339.0,Poor
402815,Delhi,2024-03-10 19:00:00,42.0,400.0,75.1,59.9,116.4,22.8,0.22,53.4,108.8,9.2,22.9,4.4,395.8,Moderate
402820,Delhi,2024-03-10 20:00:00,208.0,549.0,82.2,73.8,197.3,6.0,5.99,76.4,50.8,1.01,6.65,8.88,194.5,Good
402825,Delhi,2024-03-10 21:00:00,256.2,586.9,75.2,45.3,165.3,15.6,4.82,72.7,50.0,8.32,18.01,0.85,328.3,Satisfactory
402830,Delhi,2024-03-10 22:00:00,459.3,367.6,15.3,82.9,30.7,45.3,5.82,66.1,132.4,19.97,16.66,6.63,135.7,Good
402835,Delhi,2024-03-10 23:00:00,498.7,71.2,114.8,58.3,57.6,26.1,6.74,6.9,74.9,16.64,17.77,9.12,231.6,Poor
402840,Delhi,2024-03-11 00:00:00,476.2,287.9,142.7,136.9,46.4,23.8,2.5,48.9,177.5,1.24,1.83,0.4,373.0,Very Poor
402845,Delhi,2024-03-11 01:00:00,376.8,80.6,44.8,102.2,143.0,36.7,8.77,75.8,144.5,5.35,23.56,4.36,106.5,Poor
402850,Delhi,2024-03-11 02:00:00,369.5,35.4,190.3,115.6,221.3,43.6,0.18,86.7,167.9,14.98,19.65,7.66,468.5,Poor
402855,Delhi,2024-03-11 03:00:00,356.6,249.1,61.6,56.3,242.0,35.5,8.12,12.6,194.0,1.34,16.53,4.34,390.4,Very Poor
402860,Delhi,2024-03-11 04:00:00,406.4,268.5,146.9,121.0,163.1,20.7,5.55,92.5,159.7,15.26,8.1,7.88,342.7,Poor
402865,Delhi,2024-03-11 05:00:00,407.0,512.7,73.7,92.9,51.6,10.3,2.46,13.8,52.2,5.21,0.94,3.63,388.9,Poor
402870,Delhi,2024-03-11 06:00:00,392.9,202.9,179.7,50.7,196.8,16.1,9.94,18.3,56.9,15.06,5.71,3.29,458.1,Severe
402875,Delhi,2024-03-11 07:00:00,124.4,528.0,189.8,147.4,4.7,43.2,4.79,0.5,36.3,3.33,18.93,4.12,445.4,Very Poor
402880,Delhi,2024-03-11 08:00:00,33.1,574.0,30.4,107.0,41.7,48.7,1.58,16.9,75.4,12.73,2.15,3.15,145.6,Moderate
402885,Delhi,2024-03-11 09:00:00,110.5,292.9,195.3,50.9,70.1,30.1,8.67,33.2,37.1,11.66,9.87,3.54,454.5,Very Poor
402890,Delhi,2024-03-11 10:00:00,447.1,404.7,55.8,135.0,231.8,40.2,1.29,73.3,143.8,11.98,29.02,9.93,37.4,Good
402895,Delhi,2024-03-11 11:00:00,65.0,385.6,137.5,15.0,132.6,24.3,3.25,9.6,164.1,9.99,5.23,6.29,277.7,Severe
402900,Delhi,2024-03-11 12:00:00,478.4,52.6,34.3,91.9,13.1,27.5,0.74,96.1,111.6,11.73,20.95,3.79,353.2,Moderate
402905,Delhi,2024-03-11 13:00:00,103.8,176.7,25.1,33.5,204.7,30.2,4.59,94.7,15.3,17.06,7.97,1.03,324.6,Very Poor
402910,Delhi,2024-03-11 14:00:00,257.5,182.3,60.0,86.6,50.4,28.3,2.54,15.5,83.1,10.6,24.1,9.86,163.4,Good
402915,Delhi,2024-03-11 15:00:00,245.4,294.7,33.3,27.9,37.5,12.0,5.63,76.4,113.2,18.37,2.13,4.65,316.7,Very Poor
402920,Delhi,2024-03-11 16:00:00,133.8,595.0,55.0,23.9,99.5,29.4,2.83,15.9,162.5,7.48,1.91,9.43,353.5,Good
402925,Delhi,2024-03-11 17:00:00,173.8,480.1,101.8,8.7,36.4,34.4,1.2,66.7,89.6,5.04,16.89,1.81,376.3,Moderate
402930,Delhi,2024-03-11 18:00:00,425.4,303.5,146.1,54.6,183.9,41.5,8.84,63.9,16.3,10.95,7.03,6.63,70.7,Good
402935,Delhi,2024-03-11 19:00:00,210.0,153.7,110.0,43.3,17.7,34.1,3.38,56.9,39.5,3.44,23.69,6.93,54.6,Very Poor
402940,Delhi,2024-03-11 20:00:00,379.9,46.4,51.2,20.6,181.2,45.1,8.75,70.7,167.5,5.84,1.6,3.42,344.0,Good
402945,Delhi,2024-03-11 21:00:00,430.5,502.5,43.7,29.1,14.3,26.4,6.12,92.7,154.1,3.82,27.72,1.8,251.1,Severe
402950,Delhi,2024-03-11 22:00:00,246.3,241.1,116.1,58.6,45.6,13.5,2.38,27.9,90.7,16.5,17.31,2.63,457.3,Severe
